ID,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,DAY_7,DAY_8,DAY_9,DAY_10,DAY_11,DAY_12,DAY_13,DAY_14,DAY_15,DAY_16,DAY_17,DAY_18,DAY_19,DAY_20,DAY_21,DAY_22,DAY_23,DAY_24,DAY_25,DAY_26,DAY_27,DAY_28,DAY_29,DAY_30,DAY_31
E&TC_63,P,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P,P,P,A,P,P
E&TC_64,P,P,A,P,P,P,P,P,P,A,A,A,A,P,A,P,P,P,A,P,P,P,P,P,P,P,P,A,P,P,P
E&TC_65,P,P,A,P,P,A,P,A,P,A,P,P,P,P,P,A,P,P,P,P,P,P,A,A,A,P,P,P,P,P,P
E&TC_66,P,P,A,A,P,P,P,A,P,A,A,P,A,P,A,A,A,A,P,P,A,P,P,A,A,A,P,P,P,P,P
E&TC_67,P,P,P,P,A,P,P,P,P,P,P,P,P,A,P,A,A,A,P,P,P,A,A,A,P,P,P,A,P,P,A
E&TC_68,P,P,P,A,P,P,A,P,A,A,P,P,P,P,P,P,P,P,P,P,P,A,A,P,P,P,A,A,A,P,A
E&TC_69,P,P,P,A,A,A,A,P,P,A,P,P,P,P,A,P,A,P,A,P,P,P,P,P,P,P,A,A,P,A,A
E&TC_70,P,A,P,P,P,P,P,P,P,P,P,A,P,P,A,P,P,P,P,P,P,A,P,P,P,P,A,P,A,A,P
E&TC_71,P,P,P,P,P,P,P,A,A,P,A,P,P,A,P,P,P,P,A,P,A,P,P,P,P,A,A,P,P,P,A
E&TC_72,A,A,A,P,P,P,P,A,A,P,P,P,P,A,P,A,P,P,P,P,A,A,A,P,P,P,P,P,P,A,A
E&TC_73,A,P,P,A,A,A,P,P,P,P,A,A,A,A,A,P,P,P,A,P,A,P,P,P,P,A,P,P,P,A,P
E&TC_74,A,P,A,P,P,A,P,P,A,P,A,P,P,P,A,A,P,A,P,P,A,A,P,P,P,P,P,P,P,A,P
E&TC_75,P,A,A,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,A,A,A,P,P,P,A,A
E&TC_76,P,P,P,A,P,A,A,A,A,P,P,A,A,P,A,P,A,P,P,P,P,P,P,P,P,P,A,P,P,P,A
E&TC_77,A,P,P,A,P,P,A,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,A,P,P
E&TC_78,P,P,P,P,P,P,P,A,A,P,A,P,P,P,P,P,P,A,P,A,P,P,P,P,A,P,A,P,P,P,P
E&TC_79,P,P,P,P,P,P,P,A,P,A,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,A,A,A,P,A,A
E&TC_80,P,P,A,P,P,A,P,P,P,P,P,A,P,A,A,P,P,A,P,A,P,P,P,P,P,A,P,P,P,A,P
E&TC_81,P,P,P,A,A,P,A,P,P,A,P,P,P,A,P,A,P,P,P,P,A,P,A,P,P,P,P,A,P,P,P
E&TC_82,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,A,P,P,A,P,P,A,A,A,A,P,A,A,P,A,P
E&TC_83,A,P,A,P,P,P,P,P,A,P,A,P,P,P,P,A,P,P,P,P,P,P,P,A,P,P,A,P,P,A,A
E&TC_84,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,A,P,A,P,P,A,A,P,P,P,P
E&TC_85,P,A,P,P,P,P,A,P,P,A,A,A,P,A,A,A,P,P,P,P,P,P,P,P,A,P,P,A,P,P,P
E&TC_86,A,P,P,P,P,P,P,P,P,A,P,P,A,P,P,P,P,A,A,A,P,P,P,P,P,A,A,P,P,A,A
E&TC_87,A,P,P,P,P,P,A,A,P,A,P,A,P,P,P,A,A,P,P,P,P,P,A,P,P,A,P,A,A,P,P
E&TC_88,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,A,A,A,P,A,P,P
E&TC_89,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,A,P,A,A,P,P,P
E&TC_90,A,P,P,A,P,P,A,P,P,A,P,A,A,A,A,P,P,A,P,P,P,P,P,P,A,P,P,A,A,P,A
E&TC_91,P,P,A,P,P,P,P,A,P,A,P,P,A,P,P,A,P,P,P,P,A,P,P,A,P,P,P,P,P,A,P
E&TC_92,A,P,P,P,P,P,A,P,A,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P
E&TC_93,A,P,P,A,P,P,P,A,P,P,A,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,P,A,A,P,P
E&TC_94,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,A,P,P,P,A,A,A,P,P
E&TC_95,A,P,A,P,A,P,A,P,P,P,P,A,A,P,P,P,P,P,P,P,P,A,P,P,A,P,A,A,A,P,A
E&TC_96,A,A,P,P,P,A,P,P,P,A,P,P,P,P,P,P,A,P,P,A,P,P,P,A,P,P,P,A,P,P,A
E&TC_97,P,P,A,P,P,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,P,P,P,P,A,P,P,P
E&TC_98,P,P,A,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,P,P,A,P,P,A,P,P,P,P,A,P
E&TC_99,P,A,P,P,P,A,A,A,A,A,P,A,P,A,A,P,P,P,P,P,A,P,P,P,P,P,A,P,A,P,P
E&TC_100,P,P,P,A,P,P,A,P,A,P,A,P,P,P,A,A,A,A,P,A,A,P,A,P,P,P,P,A,A,P,P
E&TC_101,P,A,A,P,P,A,P,P,A,P,A,P,A,P,P,P,P,P,A,A,P,P,P,P,A,P,P,P,P,P,P
E&TC_102,P,P,A,P,P,P,P,P,A,A,P,P,A,P,P,P,P,P,A,P,P,P,A,P,A,P,P,P,P,A,P
E&TC_103,P,P,A,P,P,P,P,P,A,P,P,A,A,P,P,A,P,P,P,P,A,P,A,P,P,P,P,A,P,P,A
E&TC_104,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,A,P,P,A,P,P,P,A,P,P,P,P,P
E&TC_105,A,P,P,P,P,P,P,A,P,P,A,P,A,P,P,P,A,P,P,P,P,A,A,A,P,P,P,P,P,P,P
E&TC_106,A,P,P,P,P,P,P,A,P,P,P,A,A,A,P,P,A,P,P,P,A,A,P,P,P,P,P,P,P,P,P
E&TC_107,P,A,P,P,A,A,P,P,P,A,P,P,A,P,P,P,P,P,A,P,P,P,P,A,P,P,A,A,P,A,P
E&TC_108,P,P,P,A,P,P,P,A,P,P,P,P,A,P,P,P,A,P,A,P,P,A,P,P,P,P,P,P,A,P,P
E&TC_109,P,P,A,A,P,P,P,P,A,A,P,A,A,A,P,P,P,P,P,P,P,P,P,P,P,P,A,A,P,P,P
E&TC_110,P,P,A,A,P,A,P,A,A,P,P,P,A,P,A,P,P,P,P,P,P,P,P,A,P,P,P,P,A,A,P
E&TC_111,P,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,A,P,P,P,P,A,P,P,P,A,P
E&TC_112,P,P,P,A,P,A,P,P,A,A,A,P,P,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P
E&TC_113,P,P,P,A,P,P,P,P,A,P,P,P,A,A,P,P,P,P,P,A,P,P,A,P,P,P,A,P,P,P,A
E&TC_114,P,P,P,P,A,A,P,P,P,A,P,A,P,P,P,P,P,P,P,A,P,A,P,P,P,A,P,P,P,P,P
E&TC_115,A,P,A,A,P,P,P,P,P,P,P,P,A,P,P,P,A,P,P,A,A,P,P,A,A,P,P,P,P,P,A
E&TC_116,P,P,P,P,P,A,A,P,A,P,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P,A,A
E&TC_117,P,A,P,P,A,P,P,P,A,P,P,P,A,P,P,P,A,A,P,P,P,P,P,P,P,P,A,P,P,P,P
E&TC_118,P,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,A,P,P,A,A,A,P,A,P,A,P
E&TC_119,P,P,P,A,P,P,P,P,P,A,A,A,P,P,P,P,P,A,A,P,A,A,P,P,P,A,P,A,P,P,P
E&TC_120,P,P,P,A,A,P,P,P,A,P,A,P,A,P,P,A,A,P,P,P,P,P,P,P,P,P,P,P,P,A,A
DS_1,P,P,A,P,A,P,A,A,P,P,A,P,P,P,P,A,A,P,A,A,P,A,P,P,P,P,P,P,P,P,P
DS_2,P,A,P,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P,A,A,P,P,P,A
DS_3,P,P,P,A,P,P,P,A,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A
DS_4,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,A,P,P,P,A,A,A,A,P,A,P,P
DS_5,P,P,P,P,P,P,A,A,A,P,P,P,P,P,A,A,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P
DS_6,P,P,A,A,P,P,A,P,P,A,A,P,P,P,P,P,P,P,P,A,P,P,P,P,P,A,A,P,A,P,A
DS_7,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,A,P,A,A
DS_8,P,A,P,P,P,A,P,P,P,P,P,P,P,P,P,P,A,P,P,P,A,P,A,P,P,A,P,A,P,P,P
DS_9,P,P,P,P,P,P,A,A,P,P,A,P,P,A,P,P,P,A,P,P,P,A,P,A,P,P,P,A,P,A,A
DS_10,A,A,P,A,P,P,A,P,P,A,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P,A,A,P,P,P,P
DS_11,A,P,P,A,P,P,A,P,A,P,A,A,A,P,P,A,P,P,P,P,P,P,P,A,P,A,P,A,A,P,P
DS_12,P,P,A,A,A,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,A,A,P,P,P,P
DS_13,A,P,P,P,P,A,P,P,A,P,A,P,A,P,P,A,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P
DS_14,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,A,P,P,P,A,P,A,P,A,A,P,P,P,P,A
DS_15,A,P,A,P,P,P,P,A,P,A,A,P,P,A,P,P,A,P,A,P,P,P,P,P,P,A,P,A,P,A,P
DS_16,P,P,A,A,P,P,P,P,P,P,P,P,P,P,P,P,P,A,A,A,P,P,P,P,P,P,P,P,P,P,P
DS_17,P,P,A,P,P,A,P,A,A,A,P,P,P,P,P,A,A,P,P,P,P,A,P,A,A,P,P,P,P,P,A
DS_18,A,A,P,A,P,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,A,P,P,P
DS_19,P,P,P,P,P,P,P,A,P,P,P,A,A,P,A,P,P,A,P,P,P,A,A,P,A,P,P,P,P,P,A
DS_20,A,P,P,P,A,A,P,P,P,P,A,A,P,P,P,P,P,P,A,P,P,P,P,P,A,A,P,P,A,P,P
DS_21,P,P,P,P,A,P,P,P,P,P,P,A,P,P,A,A,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P
DS_22,A,A,A,P,P,P,A,A,A,P,P,P,P,P,A,P,A,P,A,P,P,P,P,P,P,P,P,P,P,P,A
DS_23,A,P,P,P,A,P,P,P,P,A,A,P,P,A,A,A,P,P,P,P,P,P,P,P,P,A,A,P,P,A,P
DS_24,P,P,P,P,A,P,A,P,P,P,A,A,P,P,P,P,P,A,A,P,A,P,P,A,P,A,P,A,A,P,A
DS_25,P,P,P,A,A,P,A,A,P,A,A,P,P,P,A,A,A,A,P,P,P,P,P,P,A,P,A,P,A,P,A
DS_26,A,P,A,P,A,P,P,P,P,A,A,P,P,A,P,A,P,P,P,P,P,P,P,P,P,P,A,P,A,A,P
DS_27,A,A,P,A,A,A,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,A,A,P,P,P,P
DS_28,P,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,A,P,P
DS_29,P,P,A,A,P,A,P,P,A,P,P,P,A,P,P,P,P,P,A,A,A,P,A,A,P,P,P,P,A,A,P
DS_30,P,P,P,A,P,A,P,P,A,P,P,P,P,P,P,P,A,P,P,P,P,A,A,A,P,P,P,P,A,P,P
DS_31,A,A,A,A,P,P,P,A,P,A,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,A,P
DS_32,P,A,A,P,P,P,P,P,P,P,A,P,A,A,A,A,P,P,P,P,A,P,A,P,P,P,P,P,P,P,P
DS_33,P,P,P,P,A,P,P,P,P,P,P,P,P,P,A,P,A,P,P,P,P,P,P,P,P,A,A,P,P,P,P
DS_34,P,P,P,A,P,P,A,A,A,A,P,P,P,P,P,P,A,P,P,P,P,P,A,P,A,P,P,A,P,A,A
DS_35,P,P,A,P,P,P,A,A,P,P,P,A,A,P,P,P,P,P,P,P,P,P,P,P,P,P,A,A,P,P,P
DS_36,P,P,A,P,P,P,P,P,A,P,P,A,A,P,P,P,A,P,A,P,P,A,P,P,P,P,P,P,P,P,P
DS_37,A,P,P,A,P,P,A,A,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,A,A,A,A,P,P,A
DS_38,P,P,P,P,P,P,P,A,A,P,P,A,P,P,P,P,A,P,P,P,A,A,P,P,P,P,P,A,A,P,P
DS_39,P,A,A,A,A,P,P,P,P,A,A,A,P,P,P,P,P,A,P,A,P,P,P,P,A,P,P,P,P,P,P
DS_40,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P,A,P,P,P,A,A,P,P,P,P,A,P,P,P
DS_41,P,A,P,P,A,P,P,P,P,P,A,A,P,A,A,A,P,P,P,P,A,P,A,A,A,P,A,P,P,P,P
DS_42,P,P,P,P,P,A,P,A,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,A,P,P,P,P,P,P,P
DS_43,P,A,P,A,P,P,P,P,P,P,P,P,A,P,A,P,P,A,P,P,P,A,P,P,A,P,A,P,P,P,P
DS_44,P,A,A,P,P,P,A,P,P,P,P,P,P,P,P,P,A,P,P,P,A,P,A,A,A,P,A,P,A,P,P
DS_45,P,P,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,P,A,P,A,P,A,P,P,P,P,A,P,P,P
DS_46,P,P,A,A,P,P,P,P,P,A,P,A,P,A,P,A,P,P,P,P,P,P,P,A,P,A,P,P,P,A,P
DS_47,P,P,P,A,P,P,A,A,P,P,A,P,P,A,A,A,P,A,P,P,P,P,A,P,P,P,A,A,P,A,P
DS_48,P,A,P,A,A,P,A,P,P,P,A,P,P,P,P,P,A,A,A,P,P,P,P,A,P,A,P,P,P,A,P
DS_49,P,A,P,A,P,P,A,P,P,P,P,P,A,A,A,P,P,P,P,P,P,P,A,P,A,P,P,P,P,P,A
DS_50,A,A,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,A,A,P
DS_51,P,P,A,P,P,P,P,P,P,A,P,A,A,P,A,A,P,P,P,P,A,P,P,P,P,P,P,P,P,A,P
DS_52,P,P,P,P,P,A,A,P,P,A,A,P,A,P,P,P,P,P,P,P,P,A,A,P,P,P,P,A,P,P,P
DS_53,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P,A,A,P,P,A,P,P,P,P,P,P,A
DS_54,P,P,P,P,P,P,P,P,P,P,A,P,P,P,A,P,A,P,A,P,P,A,P,A,A,A,P,P,A,P,A
DS_55,P,A,P,A,A,P,P,P,P,P,P,P,P,A,P,P,P,A,A,P,P,P,P,P,P,P,A,P,P,A,A
DS_56,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,A,P,A,P,A,A,P,A,P,P,P,A,A
DS_57,A,P,A,P,P,A,P,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P,P,P,P,A,P,A,P,P
DS_58,A,A,P,P,P,P,A,A,P,A,P,A,P,P,P,P,P,A,P,P,P,P,P,P,A,P,A,P,P,P,P
DS_59,P,A,P,A,A,P,A,A,A,P,P,P,P,A,A,P,A,A,P,A,P,P,P,P,P,P,A,P,P,P,A
DS_60,P,A,A,P,P,P,P,P,P,A,A,P,A,P,P,P,A,A,A,A,A,P,P,P,P,P,P,P,P,A,P
Mech_1,P,P,P,P,P,A,P,A,P,P,A,A,P,A,P,A,P,P,A,P,P,A,P,A,P,A,P,P,P,P,A
Mech_2,P,P,P,P,P,A,A,P,A,P,P,A,P,P,A,A,P,A,P,P,P,P,P,P,A,A,P,P,P,A,P
Mech_3,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,A,P,A,P,P
Mech_4,P,P,P,P,P,A,P,P,P,A,A,A,P,A,P,A,P,A,P,A,P,P,A,A,A,A,A,P,A,P,P
Mech_5,A,A,A,P,P,A,P,A,P,P,P,A,P,P,A,P,P,P,A,A,A,A,A,P,A,P,P,P,P,A,P
Mech_6,P,P,A,A,A,A,A,A,P,P,P,P,P,P,A,P,P,P,P,P,A,A,P,A,A,P,A,P,P,P,P
Mech_7,P,P,P,P,P,P,P,P,P,P,A,P,P,A,P,P,A,P,P,P,P,P,P,A,P,P,P,A,P,A,P
Mech_8,P,P,P,A,A,P,P,A,A,A,P,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,P,P,P
Mech_9,P,A,P,A,A,P,P,P,A,P,A,P,P,A,P,A,P,P,P,P,A,A,P,P,A,P,A,P,P,P,P
Mech_10,P,A,P,P,P,A,P,A,P,P,P,P,P,A,P,P,P,A,P,A,P,P,P,A,P,P,P,P,A,P,P
Mech_11,P,A,A,P,A,P,P,A,P,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,A,P
Mech_12,P,P,A,P,P,P,A,P,P,P,P,P,P,A,A,P,P,A,P,A,P,P,P,P,A,A,P,P,P,P,P
Mech_13,P,A,P,P,P,A,P,P,P,P,P,A,P,A,P,A,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P
Mech_14,A,P,P,P,P,A,P,A,P,P,P,P,A,A,P,P,P,A,P,P,P,A,A,P,P,P,P,A,A,P,P
Mech_15,A,A,P,P,P,P,P,P,A,P,P,A,P,P,A,P,P,A,P,P,P,P,A,P,A,P,P,P,P,P,P
Mech_16,P,P,P,P,P,P,A,A,P,P,A,A,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P
Mech_17,P,A,P,A,A,P,A,A,A,A,P,A,P,P,A,A,P,P,A,P,A,P,P,P,P,P,P,A,A,A,P
Mech_18,P,P,P,P,P,P,A,P,A,A,A,A,A,A,A,P,P,P,P,P,P,A,P,P,P,P,A,A,A,A,A
Mech_19,P,P,A,P,P,A,A,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,P,P,A,A,A,P,P,A,P
Mech_20,P,P,P,A,P,P,P,A,P,A,P,P,A,P,A,P,P,A,P,P,P,P,A,P,P,P,P,P,A,P,P
Mech_21,P,P,P,P,A,A,A,P,P,P,P,A,A,P,P,P,A,P,A,A,A,P,A,A,A,P,A,P,P,P,A
Mech_22,A,P,P,A,A,P,P,P,P,P,P,A,A,A,P,P,P,A,A,P,A,A,P,P,P,P,P,P,P,P,P
Mech_23,P,P,P,A,A,P,P,P,P,P,P,P,P,P,A,P,P,A,P,P,A,P,A,P,P,P,A,P,P,A,P
Mech_24,P,P,P,P,P,A,A,A,A,A,P,P,P,A,A,P,A,P,P,P,P,P,P,P,A,A,P,P,P,P,A
Mech_25,A,P,P,P,A,P,A,A,P,P,P,P,P,P,P,A,P,P,A,A,P,P,P,P,A,A,P,P,A,P,P
Mech_26,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P,P,P,A,A,A,P,P,P,P,P,A,P,P,P,P,P
Mech_27,P,P,P,P,A,P,P,P,P,P,P,A,A,A,P,A,A,A,P,A,P,A,P,P,A,A,P,P,P,P,A
Mech_28,P,A,P,A,A,P,P,P,A,P,P,A,P,A,A,P,P,A,P,P,A,A,A,P,P,P,P,A,A,P,P
Mech_29,P,P,P,P,P,P,A,P,P,A,P,P,A,P,P,P,A,A,A,A,A,P,P,A,A,A,P,P,A,P,A
Mech_30,A,P,A,P,P,A,A,A,A,P,P,A,P,A,P,A,A,P,P,P,A,A,P,P,A,P,P,P,P,P,P
Mech_31,A,P,A,P,A,A,A,A,A,A,P,A,A,P,P,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,P
Mech_32,A,P,A,A,P,P,P,P,A,P,P,P,P,A,A,A,A,P,P,A,P,P,P,P,P,P,P,A,P,A,A
Mech_33,A,P,P,A,P,A,P,P,P,A,P,P,P,P,P,P,P,A,P,A,P,P,P,P,P,A,P,A,P,P,A
Mech_34,A,P,A,A,A,P,P,P,P,P,A,P,P,A,A,P,P,A,A,P,A,P,P,P,P,A,P,P,P,P,P
Mech_35,A,P,P,P,P,A,P,A,P,P,P,A,A,P,P,P,A,P,P,P,P,A,A,P,A,P,P,P,P,P,P
Mech_36,P,P,A,A,A,P,A,P,P,A,A,P,P,P,P,P,P,P,P,P,P,A,P,A,P,A,A,P,P,P,P
Mech_37,A,A,A,P,P,P,A,A,P,A,A,P,P,P,P,P,P,P,P,A,P,A,P,A,P,A,P,P,P,P,P
Mech_38,P,P,P,P,P,P,P,P,A,A,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,A,A,P,P,P,A
Mech_39,P,P,A,A,P,P,P,P,P,A,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,A,P,A,A,A,A
Mech_40,P,A,P,P,A,P,A,P,P,P,A,A,P,P,P,P,P,P,A,P,A,A,A,A,P,P,A,P,P,P,P
Mech_41,P,P,A,A,A,P,A,P,P,A,A,P,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,A,P,A,P
Mech_42,P,P,P,P,P,A,A,A,P,P,P,P,P,P,A,A,P,A,P,P,P,P,P,P,P,P,P,A,A,A,P
Mech_43,A,P,P,A,P,P,A,A,P,P,P,P,P,A,A,A,P,P,P,P,P,A,P,P,A,P,A,P,P,P,P
Mech_44,P,P,P,A,P,A,P,P,P,P,P,A,P,P,A,P,A,P,A,P,A,P,P,P,P,P,A,A,P,P,P
Mech_45,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,A,P,A,P,P,A,A,P,A,P,P,P,P,P,A,P
Mech_46,P,P,P,P,P,A,A,A,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,A,P,P,A,P,P,P
Mech_47,P,A,P,A,A,P,A,P,A,P,P,P,P,P,P,P,P,A,P,A,A,P,P,A,P,P,P,P,A,P,A
Mech_48,A,P,P,P,P,P,P,A,P,P,P,P,P,P,A,A,A,P,P,P,P,P,A,A,P,A,P,P,A,P,A
Mech_49,P,P,P,P,P,A,P,P,A,P,P,P,P,A,P,P,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P
Mech_50,P,P,P,P,P,P,A,P,A,P,A,P,A,P,P,A,A,P,A,P,P,P,P,P,P,P,P,P,A,A,P
Mech_51,A,P,A,P,P,P,P,P,P,A,A,P,A,A,A,A,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P
Mech_52,P,P,P,P,A,A,A,P,P,A,P,P,A,A,P,P,P,A,P,P,P,P,P,A,P,A,A,P,P,P,A
Mech_53,A,P,P,P,P,A,P,P,P,P,P,A,A,P,P,A,A,P,P,A,A,P,P,P,P,A,P,A,A,A,P
Mech_54,P,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,A,P,P,P,P,P,A,A,P,P,P
Mech_55,P,P,P,P,A,P,A,A,A,P,P,P,A,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,A,P,P
Mech_56,P,A,A,A,P,P,P,A,A,A,P,P,P,P,P,P,P,P,P,P,P,A,A,P,P,A,A,P,A,A,A
Mech_57,P,P,P,A,P,P,P,P,A,P,P,A,P,A,A,P,A,P,P,P,A,P,P,A,P,A,P,P,A,P,P
Mech_58,P,P,P,P,A,P,P,A,A,A,P,A,P,P,A,P,P,A,P,A,P,A,A,A,A,P,P,P,P,A,A
Mech_59,P,P,P,A,P,A,P,P,P,A,A,P,P,P,A,A,P,P,P,P,P,A,A,A,A,P,P,P,P,A,A
Mech_60,P,P,P,A,A,A,P,P,A,A,P,P,A,A,A,A,A,A,A,P,A,A,P,P,A,P,P,P,P,P,A
Mech_61,P,P,P,P,P,P,A,A,P,P,A,P,P,P,P,A,P,A,A,P,A,P,P,P,A,P,P,A,A,P,P
Mech_62,P,P,A,P,P,A,P,P,A,P,P,P,P,A,A,P,A,P,P,A,P,P,A,P,P,P,P,P,P,P,P
Mech_63,P,P,P,P,P,A,P,P,P,A,A,P,P,A,A,A,P,A,A,P,A,P,P,P,A,P,A,P,P,P,P
Mech_64,P,P,A,P,P,A,A,P,A,P,A,P,P,P,P,P,A,P,A,P,P,P,P,P,P,P,A,A,A,P,A
Mech_65,P,P,P,A,P,P,P,A,P,P,A,P,A,A,P,P,P,P,P,P,P,A,A,A,A,A,P,P,P,A,P
Mech_66,A,P,P,P,A,P,P,A,P,P,A,A,P,P,P,P,P,P,A,P,P,P,P,A,A,P,A,P,P,A,P
Mech_67,A,P,P,P,A,A,P,P,P,P,P,A,P,P,P,A,P,P,A,P,P,A,P,P,P,P,A,P,A,P,P
Mech_68,P,A,P,P,P,P,P,P,P,P,P,A,P,P,P,P,A,P,P,A,P,P,P,A,P,P,P,A,P,P,P
Mech_69,P,P,P,P,A,P,P,P,P,A,P,P,A,P,P,P,A,P,A,P,P,P,P,P,A,A,P,A,P,P,A
Mech_70,P,A,A,P,A,P,P,P,P,A,A,A,P,P,A,P,P,P,A,A,P,P,A,P,P,P,P,A,P,A,P
Mech_71,A,P,A,P,A,A,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,A,A,P,P,A,A,P,A
Mech_72,P,P,P,P,P,P,A,A,P,A,P,A,A,P,P,P,A,A,P,A,P,P,P,P,P,A,P,P,P,P,P
Mech_73,P,A,A,A,P,A,P,P,P,P,P,A,P,P,P,P,P,A,A,A,P,P,P,P,P,P,A,A,P,P,P
Mech_74,P,A,P,A,A,A,P,A,P,P,P,P,P,A,P,A,P,P,P,A,A,P,P,P,A,P,P,P,P,P,P
Mech_75,A,P,A,A,P,P,P,A,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,A,A,A,A,A,P,P
Mech_76,A,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,A,A,P,A,A,P,A,A,P,P,A,A,P,P,P
Mech_77,P,A,A,P,P,P,P,P,A,A,P,P,A,A,P,P,P,P,P,P,P,P,P,P,P,A,A,P,P,A,A
Mech_78,P,P,P,P,A,P,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,P,A,P,P,P,P,P,P
Mech_79,P,P,A,A,P,P,P,P,P,P,A,A,P,P,A,A,A,A,P,P,A,P,P,P,P,P,P,P,P,P,A
Mech_80,P,P,P,P,A,P,P,P,A,P,P,P,A,P,P,A,P,P,P,P,P,P,P,P,A,P,P,P,P,P,A
Mech_81,P,A,P,A,P,P,P,A,A,P,P,P,P,P,P,P,P,A,P,A,P,P,P,P,P,P,P,P,P,P,A
Mech_82,P,P,A,A,A,P,P,A,P,P,P,P,P,A,P,P,A,P,A,P,A,P,P,P,P,P,P,P,A,A,P
Mech_83,A,A,P,P,P,A,P,P,A,P,A,P,P,A,P,A,A,P,A,A,A,A,P,P,P,P,P,A,P,P,P
Mech_84,P,P,P,P,P,A,P,P,P,P,A,P,P,A,P,P,A,P,P,P,P,P,A,P,P,A,A,P,P,P,P
Mech_85,P,P,P,A,A,P,A,P,P,P,P,P,A,P,A,P,A,A,P,P,P,P,P,P,P,A,P,P,P,P,A
